NCM,NCM_DESCRICAO_ORIGINAL,NCM_DESCRICAO_HIERARQUICA
84799010,De limpadores de para-brisas elétricos ou de acumuladores hidráulicos para aeronaves,De limpadores de para-brisas elétricos ou de acumuladores hidráulicos para aeronaves
84799090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84801000,- Caixas de fundição,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Caixas de fundição"
84802000,- Placas de fundo para moldes,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Placas de fundo para moldes"
84803000,- Modelos para moldes,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Modelos para moldes"
84804100,-- Para moldagem por injeção ou por compressão,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para moldagem por injeção ou por compressão"
84804910,Coquilhas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Coquilhas"
84804990,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84805000,- Moldes para vidro,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Moldes para vidro"
84806000,- Moldes para matérias minerais,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Moldes para matérias minerais"
84807100,-- Para moldagem por injeção ou por compressão,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para moldagem por injeção ou por compressão"
84807910,Para vulcanização de pneumáticos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para vulcanização de pneumáticos"
84807990,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84811000,- Válvulas redutoras de pressão,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas redutoras de pressão"
84812011,Com pinhão,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Com pinhão"
84812019,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84812090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84813000,- Válvulas de retenção,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas de retenção"
84814000,- Válvulas de segurança ou de alívio,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas de segurança ou de alívio"
84818011,Válvulas para escoamento,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas para escoamento"
84818019,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84818021,Válvulas de expansão termostáticas ou pressostáticas,Válvulas de expansão termostáticas ou pressostáticas
84818029,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84818029,"Do tipo gaveta ou do tipo esfera, de ferro ou aço ou de cobre e suas ligas; e do tipo globo,
do tipo borboleta, do tipo agulha ou do tipo diafragma, de ferro ou aço","Do tipo gaveta ou do tipo esfera, de ferro ou aço ou de cobre e suas ligas; e do tipo globo,
do tipo borboleta, do tipo agulha ou do tipo diafragma, de ferro ou aço"
84818031,"Com uma pressão de trabalho inferior ou igual a 50 mbar e dispositivo de segurança termoelétrico incorporado, do tipo utilizado em aparelhos domésticos","Com uma pressão de trabalho inferior ou igual a 50 mbar e dispositivo de segurança termoelétrico incorporado, do tipo utilizado em aparelhos domésticos"
84818039,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84818091,Válvulas tipo aerossol,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas tipo aerossol"
84818092,Válvulas solenoides,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas solenoides"
84818093,Válvulas tipo gaveta,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas tipo gaveta"
84818094,Válvulas tipo globo,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas tipo globo"
84818095,Válvulas tipo esfera,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas tipo esfera"
84818096,Válvulas tipo macho,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas tipo macho"
84818097,Válvulas tipo borboleta,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Válvulas tipo borboleta"
84818099,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84819010,Dos dispositivos do item 8481.80.1,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Dos dispositivos do item 8481.80.1"
84819010,De válvulas tipo aerossol ou dos dispositivos do item 8481.80.1,De válvulas tipo aerossol ou dos dispositivos do item 8481.80.1
84819090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84821010,De carga radial,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De carga radial"
84821090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84822010,De carga radial,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De carga radial"
84822090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84823000,- Rolamentos de roletes em forma de tonel,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Rolamentos de roletes em forma de tonel"
84824000,"- Rolamentos de agulhas, incluindo as montagens de gaiolas e agulhas","Reatores, caldeiras, máquinas e aparelhos mecânicos - Rolamentos de agulhas, incluindo as montagens de gaiolas e agulhas"
84825010,De carga radial,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De carga radial"
84825090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84828000,"- Outros, incluindo os rolamentos combinados","Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros, incluindo os rolamentos combinados"
84829111,Para carga de canetas esferográficas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para carga de canetas esferográficas"
84829119,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84829120,Roletes cilíndricos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Roletes cilíndricos"
84829130,Roletes cônicos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Roletes cônicos"
84829190,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84829910,"Selos, capas e porta-esferas de aço","Reatores, caldeiras, máquinas e aparelhos mecânicos - Selos, capas e porta-esferas de aço"
84829990,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84831011,"Forjados, de peso igual ou superior a 900 kg e comprimento igual ou superior a 2.000 mm","Forjados, de peso igual ou superior a 900 kg e comprimento igual ou superior a 2.000 mm"
84831019,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84831019,"Para motores de ignição por compressão de potência igual ou superior a 125 HP, próprios
para ônibus ou caminhões","Para motores de ignição por compressão de potência igual ou superior a 125 HP, próprios
para ônibus ou caminhões"
84831020,Árvores de cames para comando de válvulas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Árvores de cames para comando de válvulas"
84831030,Veios flexíveis,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Veios flexíveis"
84831040,Manivelas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Manivelas"
84831050,"Árvores de transmissão providas de acoplamentos dentados com entalhes de proteção contra sobrecarga, de comprimento igual ou superior a 1500 mm e diâmetro do eixo igual ou superior a 400 mm","Árvores de transmissão providas de acoplamentos dentados com entalhes de proteção contra sobrecarga, de comprimento igual ou superior a 1500 mm e diâmetro do eixo igual ou superior a 400 mm"
84831090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84832000,- Mancais (chumaceiras) com rolamentos incorporados,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Mancais (chumaceiras) com rolamentos incorporados"
84833010,"Montados com ""bronzes"" de metal antifricção","Reatores, caldeiras, máquinas e aparelhos mecânicos - Montados com ""bronzes"" de metal antifricção"
84833021,De diâmetro interno igual ou superior a 200 mm,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De diâmetro interno igual ou superior a 200 mm"
84833029,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84833090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84834010,"Redutores, multiplicadores, caixas de transmissão e variadores de velocidade, incluindo os
conversores de torque","Redutores, multiplicadores, caixas de transmissão e variadores de velocidade, incluindo os
conversores de torque"
84834090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84835010,"Polias, exceto as de rolamentos reguladoras de tensão","Polias, exceto as de rolamentos reguladoras de tensão"
84835090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84836011,De fricção,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De fricção"
84836019,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84836090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84839000,- Rodas dentadas e outros elementos de transmissão apresentados separadamente; partes,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Rodas dentadas e outros elementos de transmissão apresentados separadamente; partes"
84841000,- Juntas metaloplásticas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Juntas metaloplásticas"
84842000,- Juntas de vedação mecânicas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Juntas de vedação mecânicas"
84849000,- Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84851000,- Por depósito de metal,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Por depósito de metal"
84852000,- Por depósito de plástico ou de borracha,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Por depósito de plástico ou de borracha"
84853000,"- Por depósito de gesso, cimento, cerâmica ou de vidro","Reatores, caldeiras, máquinas e aparelhos mecânicos - Por depósito de gesso, cimento, cerâmica ou de vidro"
84858000,- Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84859000,- Partes,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Partes"
84859000,"De máquinas para fabricação aditiva por depósito de matérias, exceto de plástico, de borracha ou de vidro","De máquinas para fabricação aditiva por depósito de matérias, exceto de plástico, de borracha ou de vidro"
84861000,- Máquinas e aparelhos para fabricação de boules ou wafers,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas e aparelhos para fabricação de boules ou wafers"
84862000,- Máquinas e aparelhos para fabricação de dispositivos semicondutores ou de circuitos integrados eletrônicos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas e aparelhos para fabricação de dispositivos semicondutores ou de circuitos integrados eletrônicos"
84863000,- Máquinas e aparelhos para fabricação de dispositivos de visualização de tela (ecrã*) plana,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas e aparelhos para fabricação de dispositivos de visualização de tela (ecrã*) plana"
84864000,- Máquinas e aparelhos especificados na Nota 11 C) do presente Capítulo,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas e aparelhos especificados na Nota 11 C) do presente Capítulo"
84869000,- Partes e acessórios,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Partes e acessórios"
84871000,- Hélices para embarcações e suas pás,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Hélices para embarcações e suas pás"
84879000,- Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
85011011,"De passo não superior a 1,8°","Máquinas, aparelhos e materiais elétricos - De passo não superior a 1,8°"
85011011,Próprios para utilização em brinquedos,"Máquinas, aparelhos e materiais elétricos - Próprios para utilização em brinquedos"
85011019,Outros,"Máquinas, aparelhos e materiais elétricos - Outros"
85011021,Síncronos,"Máquinas, aparelhos e materiais elétricos - Síncronos"
85011029,Outros,"Máquinas, aparelhos e materiais elétricos - Outros"
85011030,Universais,"Máquinas, aparelhos e materiais elétricos - Universais"
85012000,"- Motores universais de potência superior a 37,5 W","Máquinas, aparelhos e materiais elétricos - Motores universais de potência superior a 37,5 W"
85013110,Motores,"Máquinas, aparelhos e materiais elétricos - Motores"
85013120,Geradores,"Máquinas, aparelhos e materiais elétricos - Geradores"
85013210,Motores,"Máquinas, aparelhos e materiais elétricos - Motores"
85013220,Geradores,"Máquinas, aparelhos e materiais elétricos - Geradores"
85013310,Motores,"Máquinas, aparelhos e materiais elétricos - Motores"
85013320,Geradores,"Máquinas, aparelhos e materiais elétricos - Geradores"
85013411,De potência não superior a 3.000 kW,"Máquinas, aparelhos e materiais elétricos - De potência não superior a 3.000 kW"
85013419,Outros,"Máquinas, aparelhos e materiais elétricos - Outros"
85013420,Geradores,"Máquinas, aparelhos e materiais elétricos - Geradores"
85014011,Síncronos,"Máquinas, aparelhos e materiais elétricos - Síncronos"
85014019,Outros,"Máquinas, aparelhos e materiais elétricos - Outros"
85014021,Síncronos,"Máquinas, aparelhos e materiais elétricos - Síncronos"
85014029,Outros,"Máquinas, aparelhos e materiais elétricos - Outros"
85015110,"De alto rendimento, segundo norma NBR 17094","Máquinas, aparelhos e materiais elétricos - De alto rendimento, segundo norma NBR 17094"
